,Incident Number,Lon,Latt,geometry,index_right,name
457,27014540,0.9374,51.1847,POINT (0.9374 51.1847),9688,TN25 5
484,27037396,0.9218200000000001,51.18336,POINT (0.9218200000000001 51.18336),9688,TN25 5
505,27052255,0.9555100000000001,51.13635,POINT (0.9555100000000001 51.13635),9688,TN25 5
512,27058616,0.95436,51.19328,POINT (0.95436 51.19328),9688,TN25 5
527,27066487,1.00078,51.13777,POINT (1.00078 51.13777),9688,TN25 5
586,27118053,1.00289,51.14161,POINT (1.00289 51.14161),9688,TN25 5
600,27125965,1.03881,51.173,POINT (1.03881 51.173),9688,TN25 5
681,27184638,0.9238200000000001,51.1817,POINT (0.9238200000000001 51.1817),9688,TN25 5
705,27206224,0.95716,51.146809999999995,POINT (0.95716 51.14681),9688,TN25 5
739,27226793,0.9324100000000001,51.16492,POINT (0.9324100000000001 51.16492),9688,TN25 5
758,27244758,0.93579,51.17518,POINT (0.93579 51.17518),9688,TN25 5
766,27248889,0.9290700000000001,51.18600000000001,POINT (0.9290700000000001 51.18600000000001),9688,TN25 5
794,27269616,0.95032,51.1573,POINT (0.9503200000000001 51.1573),9688,TN25 5
796,27272039,0.9342,51.1842,POINT (0.9342 51.1842),9688,TN25 5
828,27297386,0.93781,51.18379,POINT (0.93781 51.18379),9688,TN25 5
846,27308198,0.9293299999999999,51.18501,POINT (0.9293299999999999 51.18501),9688,TN25 5
849,27308786,0.9293299999999999,51.18501,POINT (0.9293299999999999 51.18501),9688,TN25 5
871,27318783,0.9192,51.18234,POINT (0.9192 51.18234),9688,TN25 5
877,27322409,0.924,51.18915,POINT (0.924 51.18915),9688,TN25 5
882,27326039,0.99839,51.137440000000005,POINT (0.99839 51.13744000000001),9688,TN25 5
898,27339186,0.94195,51.179970000000004,POINT (0.94195 51.17997),9688,TN25 5
903,27344200,1.00488,51.16162,POINT (1.00488 51.16162),9688,TN25 5
911,27348484,0.92855,51.146370000000005,POINT (0.92855 51.14637),9688,TN25 5
928,27369074,0.9299,51.18688,POINT (0.9298999999999999 51.18688),9688,TN25 5
933,27375283,1.00078,51.13777,POINT (1.00078 51.13777),9688,TN25 5
957,27394325,0.93805,51.17915,POINT (0.9380500000000001 51.17915),9688,TN25 5
959,27394803,1.02662,51.16162,POINT (1.02662 51.16162),9688,TN25 5
1010,27431030,0.95506,51.16642,POINT (0.95506 51.16642),9688,TN25 5
1013,27432581,0.9676,51.15594,POINT (0.9676 51.15594),9688,TN25 5
1037,27453532,0.9421200000000001,51.18267,POINT (0.9421200000000001 51.18267),9688,TN25 5
1069,27473617,0.9421200000000001,51.18267,POINT (0.9421200000000001 51.18267),9688,TN25 5
1082,27484434,0.93778,51.17858,POINT (0.9377799999999999 51.17858),9688,TN25 5
1087,27489690,0.93635,51.181909999999995,POINT (0.93635 51.18190999999999),9688,TN25 5
1094,27494511,0.9269299999999999,51.145720000000004,POINT (0.9269299999999999 51.14572),9688,TN25 5
1159,27548448,0.9675,51.15323,POINT (0.9675 51.15323),9688,TN25 5
1175,27557089,0.9193899999999999,51.18201,POINT (0.9193899999999999 51.18201),9688,TN25 5
1186,27566214,0.95806,51.16337,POINT (0.95806 51.16337),9688,TN25 5
32,26704104,1.1831200000000002,51.09297,POINT (1.18312 51.09297),1919,CT19 6
47,26716788,1.18699,51.09343,POINT (1.18699 51.09343),1919,CT19 6
53,26722093,1.18726,51.08827,POINT (1.18726 51.08827),1919,CT19 6
64,26731090,1.18751,51.087540000000004,POINT (1.18751 51.08754),1919,CT19 6
65,26731393,1.18874,51.0823,POINT (1.18874 51.0823),1919,CT19 6
94,26754089,1.1906700000000001,51.09248,POINT (1.19067 51.09248),1919,CT19 6
104,26760678,1.1992200000000002,51.09225,POINT (1.19922 51.09225),1919,CT19 6
116,26772400,1.1978,51.092290000000006,POINT (1.1978 51.09229000000001),1919,CT19 6
128,26779129,1.1844,51.0887,POINT (1.1844 51.0887),1919,CT19 6
130,26780231,1.18759,51.09357,POINT (1.18759 51.09357),1919,CT19 6
171,26807175,1.1966,51.08367,POINT (1.1966 51.08367),1919,CT19 6
172,26807665,1.18751,51.087540000000004,POINT (1.18751 51.08754),1919,CT19 6
183,26813795,1.19289,51.090709999999994,POINT (1.19289 51.09070999999999),1919,CT19 6
196,26821250,1.1899899999999999,51.082609999999995,POINT (1.18999 51.08261),1919,CT19 6
218,26834450,1.18587,51.098859999999995,POINT (1.18587 51.09885999999999),1919,CT19 6
226,26837805,1.17836,51.09574,POINT (1.17836 51.09574),1919,CT19 6
242,26847683,1.18699,51.09343,POINT (1.18699 51.09343),1919,CT19 6
257,26857132,1.18521,51.09623,POINT (1.18521 51.09623),1919,CT19 6
281,26877179,1.17955,51.09605,POINT (1.17955 51.09605),1919,CT19 6
376,26955515,1.18975,51.09344,POINT (1.18975 51.09344),1919,CT19 6
392,26966098,1.19344,51.091879999999996,POINT (1.19344 51.09188),1919,CT19 6
393,26966110,1.19344,51.091879999999996,POINT (1.19344 51.09188),1919,CT19 6
423,26986932,1.1969100000000001,51.08635,POINT (1.19691 51.08635),1919,CT19 6
427,26991436,1.1935200000000001,51.09241,POINT (1.19352 51.09241),1919,CT19 6
428,26991777,1.18906,51.08983,POINT (1.18906 51.08983),1919,CT19 6
436,26997533,1.18553,51.09083,POINT (1.18553 51.09083),1919,CT19 6
461,27016891,1.17955,51.09605,POINT (1.17955 51.09605),1919,CT19 6
477,27031417,1.1910399999999999,51.08766,POINT (1.19104 51.08766),1919,CT19 6
493,27046502,1.1946299999999999,51.08788,POINT (1.19463 51.08788),1919,CT19 6
506,27053060,1.19261,51.09442,POINT (1.19261 51.09442),1919,CT19 6
551,27086918,1.19587,51.08515,POINT (1.19587 51.08515),1919,CT19 6
563,27095201,1.19591,51.09333,POINT (1.19591 51.09333),1919,CT19 6
578,27109558,1.19154,51.08436,POINT (1.19154 51.08436),1919,CT19 6
596,27123853,1.2075200000000001,51.094190000000005,POINT (1.20752 51.09419),1919,CT19 6
643,27161723,1.17808,51.09643,POINT (1.17808 51.09643),1919,CT19 6
677,27182265,1.1969100000000001,51.08635,POINT (1.19691 51.08635),1919,CT19 6
689,27191405,1.20139,51.091640000000005,POINT (1.20139 51.09164000000001),1919,CT19 6
727,27218530,1.18553,51.09083,POINT (1.18553 51.09083),1919,CT19 6
732,27221819,1.1824700000000001,51.090740000000004,POINT (1.18247 51.09074),1919,CT19 6
738,27226527,1.19587,51.08515,POINT (1.19587 51.08515),1919,CT19 6
744,27229670,1.18671,51.081509999999994,POINT (1.18671 51.08150999999999),1919,CT19 6
776,27256255,1.1959799999999998,51.09465,POINT (1.19598 51.09465),1919,CT19 6
785,27265314,1.18856,51.08265,POINT (1.18856 51.08265),1919,CT19 6
838,27304122,1.18861,51.08324,POINT (1.18861 51.08324),1919,CT19 6
840,27305053,1.1851,51.09675,POINT (1.1851 51.09675),1919,CT19 6
892,27333041,1.18831,51.08065,POINT (1.18831 51.08065),1919,CT19 6
894,27334727,1.1837799999999998,51.0888,POINT (1.18378 51.0888),1919,CT19 6
910,27347092,1.1780700000000002,51.09575,POINT (1.17807 51.09575),1919,CT19 6
940,27381867,1.18547,51.087920000000004,POINT (1.18547 51.08792),1919,CT19 6
950,27388029,1.2075200000000001,51.094190000000005,POINT (1.20752 51.09419),1919,CT19 6
970,27401883,1.1780700000000002,51.09575,POINT (1.17807 51.09575),1919,CT19 6
972,27404219,1.17955,51.09605,POINT (1.17955 51.09605),1919,CT19 6
1031,27448717,1.1907299999999998,51.093379999999996,POINT (1.19073 51.09338),1919,CT19 6
1038,27454887,1.18171,51.09478,POINT (1.18171 51.09478),1919,CT19 6
1077,27479299,1.19054,51.08473,POINT (1.19054 51.08473),1919,CT19 6
1080,27482694,1.1961899999999999,51.09171,POINT (1.19619 51.09171),1919,CT19 6
1121,27510719,1.18597,51.09033,POINT (1.18597 51.09033),1919,CT19 6
1154,27543969,1.19154,51.08436,POINT (1.19154 51.08436),1919,CT19 6
1155,27544832,1.18956,51.089290000000005,POINT (1.18956 51.08929000000001),1919,CT19 6
1181,27560494,1.19464,51.0832,POINT (1.19464 51.0832),1919,CT19 6
52,26721663,1.1373,51.08493,POINT (1.1373 51.08493),1926,CT20 3
75,26736792,1.14221,51.07311,POINT (1.14221 51.07311),1926,CT20 3
87,26748902,1.1472799999999999,51.08467,POINT (1.14728 51.08467),1926,CT20 3
92,26752351,1.14336,51.083999999999996,POINT (1.14336 51.084),1926,CT20 3
115,26772102,1.13285,51.086259999999996,POINT (1.13285 51.08626),1926,CT20 3
125,26777056,1.15247,51.0763,POINT (1.15247 51.0763),1926,CT20 3
149,26791627,1.14291,51.0821,POINT (1.14291 51.0821),1926,CT20 3
160,26797379,1.14635,51.08028,POINT (1.14635 51.08028),1926,CT20 3
190,26816965,1.13724,51.08404,POINT (1.13724 51.08404),1926,CT20 3
206,26826866,1.14814,51.07895,POINT (1.14814 51.07895),1926,CT20 3
212,26829629,1.13541,51.08638,POINT (1.13541 51.08638),1926,CT20 3
217,26832643,1.13285,51.086259999999996,POINT (1.13285 51.08626),1926,CT20 3
245,26848073,1.12703,51.08699,POINT (1.12703 51.08699),1926,CT20 3
252,26856339,1.1338,51.08286,POINT (1.1338 51.08286),1926,CT20 3
254,26856458,1.1466100000000001,51.07479,POINT (1.14661 51.07479),1926,CT20 3
282,26877792,1.14806,51.08253,POINT (1.14806 51.08253),1926,CT20 3
286,26881225,1.14791,51.07295,POINT (1.14791 51.07295),1926,CT20 3
328,26917968,1.13285,51.086259999999996,POINT (1.13285 51.08626),1926,CT20 3
330,26921534,1.13153,51.07251,POINT (1.13153 51.07251),1926,CT20 3
338,26929888,1.1497600000000001,51.0792,POINT (1.14976 51.0792),1926,CT20 3
359,26941495,1.143,51.08478,POINT (1.143 51.08478),1926,CT20 3
389,26963983,1.14903,51.07375,POINT (1.14903 51.07375),1926,CT20 3
397,26970153,1.15066,51.07416,POINT (1.15066 51.07416),1926,CT20 3
424,26988869,1.14812,51.0739,POINT (1.14812 51.0739),1926,CT20 3
445,27004675,1.14697,51.08018,POINT (1.14697 51.08018),1926,CT20 3
467,27022537,1.14983,51.08397,POINT (1.14983 51.08397),1926,CT20 3
468,27022546,1.1350200000000001,51.0724,POINT (1.13502 51.0724),1926,CT20 3
469,27023212,1.13029,51.08692,POINT (1.13029 51.08692),1926,CT20 3
470,27023933,1.12541,51.083890000000004,POINT (1.12541 51.08389),1926,CT20 3
472,27027318,1.14697,51.08018,POINT (1.14697 51.08018),1926,CT20 3
486,27040802,1.1373,51.08493,POINT (1.1373 51.08493),1926,CT20 3
568,27100835,1.15415,51.07671,POINT (1.15415 51.07671),1926,CT20 3
595,27123741,1.13609,51.08051,POINT (1.13609 51.08051),1926,CT20 3
608,27131479,1.14846,51.08104,POINT (1.14846 51.08104),1926,CT20 3
618,27140755,1.13609,51.08402,POINT (1.13609 51.08402),1926,CT20 3
637,27159950,1.13801,51.086009999999995,POINT (1.13801 51.08600999999999),1926,CT20 3
641,27161267,1.15198,51.0825,POINT (1.15198 51.0825),1926,CT20 3
652,27166041,1.13936,51.07318,POINT (1.13936 51.07318),1926,CT20 3
671,27179911,1.13936,51.07318,POINT (1.13936 51.07318),1926,CT20 3
680,27184010,1.12755,51.08617,POINT (1.12755 51.08617),1926,CT20 3
692,27196431,1.15416,51.0771,POINT (1.15416 51.0771),1926,CT20 3
728,27219146,1.1371200000000001,51.082240000000006,POINT (1.13712 51.08224000000001),1926,CT20 3
734,27223703,1.15272,51.07712,POINT (1.15272 51.07712),1926,CT20 3
783,27263538,1.1359299999999999,51.08587,POINT (1.13593 51.08587),1926,CT20 3
802,27277703,1.1321700000000001,51.07248,POINT (1.13217 51.07248),1926,CT20 3
811,27281631,1.14262,51.08582,POINT (1.14262 51.08582),1926,CT20 3
819,27291051,1.14594,51.0785,POINT (1.14594 51.0785),1926,CT20 3
824,27295101,1.13737,51.0724,POINT (1.13737 51.0724),1926,CT20 3
830,27298922,1.1472200000000001,51.08377,POINT (1.14722 51.08377),1926,CT20 3
835,27301613,1.1336600000000001,51.07334,POINT (1.13366 51.07334),1926,CT20 3
857,27311234,1.14995,51.08189,POINT (1.14995 51.08189),1926,CT20 3
874,27320275,1.14141,51.08147,POINT (1.14141 51.08147),1926,CT20 3
881,27325829,1.1466100000000001,51.07479,POINT (1.14661 51.07479),1926,CT20 3
916,27351642,1.1365100000000001,51.08039,POINT (1.13651 51.08039),1926,CT20 3
947,27386379,1.13155,51.07591,POINT (1.13155 51.07591),1926,CT20 3
949,27387318,1.14596,51.082159999999995,POINT (1.14596 51.08215999999999),1926,CT20 3
953,27389829,1.13285,51.086259999999996,POINT (1.13285 51.08626),1926,CT20 3
989,27413941,1.15383,51.07335,POINT (1.15383 51.07335),1926,CT20 3
999,27418201,1.14018,51.07333,POINT (1.14018 51.07333),1926,CT20 3
1047,27459864,1.1484,51.08014,POINT (1.1484 51.08014),1926,CT20 3
1057,27465859,1.14697,51.08018,POINT (1.14697 51.08018),1926,CT20 3
1059,27467326,1.13374,51.08417,POINT (1.13374 51.08417),1926,CT20 3
1073,27476057,1.1350200000000001,51.0724,POINT (1.13502 51.0724),1926,CT20 3
1074,27476985,1.1500700000000001,51.083690000000004,POINT (1.15007 51.08369),1926,CT20 3
1084,27487477,1.13936,51.07318,POINT (1.13936 51.07318),1926,CT20 3
1088,27490245,1.1323299999999998,51.07265,POINT (1.13233 51.07265),1926,CT20 3
1107,27502285,1.1435,51.07354,POINT (1.1435 51.07354),1926,CT20 3
1140,27530076,1.14716,51.08287,POINT (1.14716 51.08287),1926,CT20 3
1173,27555169,1.1365100000000001,51.08039,POINT (1.13651 51.08039),1926,CT20 3
1185,27566070,1.14549,51.07932,POINT (1.14549 51.07932),1926,CT20 3
1189,27569243,1.1332200000000001,51.08631,POINT (1.13322 51.08631),1926,CT20 3
312,26903321,1.16975,51.07953,POINT (1.16975 51.07953),1927,CT20 9
1095,27494913,1.16975,51.07953,POINT (1.16975 51.07953),1927,CT20 9
379,26957379,1.3134,51.12788,POINT (1.3134 51.12788),1909,CT16 1
450,27009578,1.31561,51.11322,POINT (1.31561 51.11322),1914,CT17 9
627,27151793,1.31561,51.11322,POINT (1.31561 51.11322),1914,CT17 9
609,27131805,0.88956,51.12577,POINT (0.88956 51.12577),9684,TN24 0
686,27188534,0.9134700000000001,51.13603,POINT (0.9134700000000001 51.13603),9684,TN24 0
722,27214698,0.9134700000000001,51.13603,POINT (0.9134700000000001 51.13603),9684,TN24 0
869,27317429,0.88956,51.12577,POINT (0.88956 51.12577),9684,TN24 0
925,27366300,0.9134700000000001,51.13603,POINT (0.9134700000000001 51.13603),9684,TN24 0
931,27373977,0.9134700000000001,51.13603,POINT (0.9134700000000001 51.13603),9684,TN24 0
1006,27427625,0.9134700000000001,51.13603,POINT (0.9134700000000001 51.13603),9684,TN24 0
1195,27571994,0.8893,51.12603,POINT (0.8893 51.12603),9684,TN24 0
812,27282528,1.14909,51.07564,POINT (1.14909 51.07564),1945,CT50 1
971,27402477,1.14858,51.07617,POINT (1.14858 51.07617),1945,CT50 1
1114,27505731,1.148,51.0762,POINT (1.148 51.0762),1945,CT50 1
