,Incident Number,Lon,Latt,geometry,index_right,name
0,26688616,1.1380299999999999,51.08933,POINT (1.13803 51.08933),1917,CT19 4
17,26696396,1.13513,51.08846,POINT (1.13513 51.08846),1917,CT19 4
24,26698880,1.13742,51.08744,POINT (1.13742 51.08744),1917,CT19 4
25,26699059,1.15359,51.09213,POINT (1.15359 51.09213),1917,CT19 4
48,26718500,1.14739,51.08777,POINT (1.14739 51.08777),1917,CT19 4
56,26727403,1.1345100000000001,51.08873,POINT (1.13451 51.08873),1917,CT19 4
74,26735593,1.12989,51.08999,POINT (1.12989 51.08999),1917,CT19 4
89,26750390,1.13606,51.08767,POINT (1.13606 51.08767),1917,CT19 4
103,26759882,1.14944,51.09265,POINT (1.14944 51.09265),1917,CT19 4
109,26767455,1.15192,51.089940000000006,POINT (1.15192 51.08994000000001),1917,CT19 4
117,26772784,1.13507,51.08871,POINT (1.13507 51.08871),1917,CT19 4
120,26773282,1.15517,51.09243,POINT (1.15517 51.09243),1917,CT19 4
134,26782333,1.1348,51.09238,POINT (1.1348 51.09238),1917,CT19 4
136,26785116,1.14612,51.08892,POINT (1.14612 51.08892),1917,CT19 4
137,26785276,1.14783,51.08703,POINT (1.14783 51.08703),1917,CT19 4
141,26787056,1.14208,51.0866,POINT (1.14208 51.0866),1917,CT19 4
143,26789073,1.14088,51.0911,POINT (1.14088 51.0911),1917,CT19 4
144,26789881,1.15221,51.08805,POINT (1.15221 51.08805),1917,CT19 4
148,26791092,1.1348,51.09238,POINT (1.1348 51.09238),1917,CT19 4
165,26799042,1.13909,51.09028,POINT (1.13909 51.09028),1917,CT19 4
169,26804674,1.15198,51.09084,POINT (1.15198 51.09084),1917,CT19 4
188,26815832,1.14479,51.09013,POINT (1.14479 51.09013),1917,CT19 4
222,26836030,1.15019,51.08549,POINT (1.15019 51.08549),1917,CT19 4
237,26845525,1.14696,51.08675,POINT (1.14696 51.08675),1917,CT19 4
291,26886186,1.13047,51.08871,POINT (1.13047 51.08871),1917,CT19 4
294,26886796,1.13789,51.09048,POINT (1.13789 51.09048),1917,CT19 4
297,26890351,1.14771,51.09095,POINT (1.14771 51.09095),1917,CT19 4
318,26909951,1.13006,51.08871,POINT (1.13006 51.08871),1917,CT19 4
326,26916782,1.1348,51.09238,POINT (1.1348 51.09238),1917,CT19 4
329,26918402,1.1380700000000001,51.08933,POINT (1.13807 51.08933),1917,CT19 4
345,26932875,1.13412,51.08891,POINT (1.13412 51.08891),1917,CT19 4
358,26941278,1.14919,51.091809999999995,POINT (1.14919 51.09181),1917,CT19 4
362,26943152,1.1520000000000001,51.08547,POINT (1.152 51.08547),1917,CT19 4
370,26948593,1.1475799999999998,51.08916,POINT (1.14758 51.08916),1917,CT19 4
381,26958696,1.1348,51.09238,POINT (1.1348 51.09238),1917,CT19 4
413,26980591,1.1348,51.09238,POINT (1.1348 51.09238),1917,CT19 4
416,26982374,1.14331,51.08927,POINT (1.14331 51.08927),1917,CT19 4
439,27000626,1.15196,51.0954,POINT (1.15196 51.0954),1917,CT19 4
471,27026105,1.15105,51.08828,POINT (1.15105 51.08828),1917,CT19 4
479,27032768,1.15015,51.08983,POINT (1.15015 51.08983),1917,CT19 4
508,27055724,1.13067,51.08999,POINT (1.13067 51.08999),1917,CT19 4
532,27072721,1.13871,51.09683,POINT (1.13871 51.09683),1917,CT19 4
535,27077574,1.1511799999999999,51.09002,POINT (1.15118 51.09002),1917,CT19 4
558,27091252,1.13067,51.08999,POINT (1.13067 51.08999),1917,CT19 4
567,27100093,1.1422299999999999,51.09493,POINT (1.14223 51.09493),1917,CT19 4
571,27102483,1.15019,51.08654,POINT (1.15019 51.08654),1917,CT19 4
575,27107310,1.14091,51.08706,POINT (1.14091 51.08706),1917,CT19 4
589,27119122,1.12944,51.08933,POINT (1.12944 51.08933),1917,CT19 4
593,27123380,1.13067,51.08999,POINT (1.13067 51.08999),1917,CT19 4
603,27128378,1.1345100000000001,51.0892,POINT (1.13451 51.0892),1917,CT19 4
625,27147480,1.13042,51.09142,POINT (1.13042 51.09142),1917,CT19 4
651,27165782,1.14894,51.08719,POINT (1.14894 51.08719),1917,CT19 4
658,27174437,1.15174,51.08724,POINT (1.15174 51.08724),1917,CT19 4
675,27181703,1.13069,51.090709999999994,POINT (1.13069 51.09070999999999),1917,CT19 4
683,27186606,1.15689,51.094190000000005,POINT (1.15689 51.09419),1917,CT19 4
691,27193925,1.14477,51.08682,POINT (1.14477 51.08682),1917,CT19 4
711,27209494,1.13069,51.090709999999994,POINT (1.13069 51.09070999999999),1917,CT19 4
740,27227124,1.14215,51.088390000000004,POINT (1.14215 51.08839),1917,CT19 4
741,27227742,1.14907,51.08692,POINT (1.14907 51.08692),1917,CT19 4
760,27245257,1.13067,51.08999,POINT (1.13067 51.08999),1917,CT19 4
779,27260689,1.1348,51.09238,POINT (1.1348 51.09238),1917,CT19 4
780,27260723,1.1345100000000001,51.0892,POINT (1.13451 51.0892),1917,CT19 4
798,27272537,1.13618,51.089459999999995,POINT (1.13618 51.08946),1917,CT19 4
807,27280931,1.1345100000000001,51.08873,POINT (1.13451 51.08873),1917,CT19 4
813,27283313,1.1348,51.09238,POINT (1.1348 51.09238),1917,CT19 4
833,27301206,1.12989,51.08999,POINT (1.12989 51.08999),1917,CT19 4
873,27319594,1.13067,51.08999,POINT (1.13067 51.08999),1917,CT19 4
878,27322755,1.1554799999999998,51.095909999999996,POINT (1.15548 51.09591),1917,CT19 4
880,27325055,1.15395,51.08542,POINT (1.15395 51.08542),1917,CT19 4
917,27352683,1.13067,51.08999,POINT (1.13067 51.08999),1917,CT19 4
932,27374225,1.15068,51.08676,POINT (1.15068 51.08676),1917,CT19 4
941,27381892,1.14677,51.087579999999996,POINT (1.14677 51.08758),1917,CT19 4
944,27384987,1.1348,51.09238,POINT (1.1348 51.09238),1917,CT19 4
973,27405207,1.1348,51.09238,POINT (1.1348 51.09238),1917,CT19 4
979,27407715,1.13049,51.09024,POINT (1.13049 51.09024),1917,CT19 4
988,27413933,1.13069,51.090709999999994,POINT (1.13069 51.09070999999999),1917,CT19 4
995,27416066,1.13106,51.088640000000005,POINT (1.13106 51.08864000000001),1917,CT19 4
1005,27427470,1.14133,51.087709999999994,POINT (1.14133 51.08770999999999),1917,CT19 4
1022,27439039,1.14606,51.08773,POINT (1.14606 51.08773),1917,CT19 4
1023,27439098,1.13106,51.088640000000005,POINT (1.13106 51.08864000000001),1917,CT19 4
1039,27454935,1.1345100000000001,51.08873,POINT (1.13451 51.08873),1917,CT19 4
1044,27457249,1.15359,51.09213,POINT (1.15359 51.09213),1917,CT19 4
1054,27464366,1.1348,51.09238,POINT (1.1348 51.09238),1917,CT19 4
1056,27465405,1.1449799999999999,51.09282,POINT (1.14498 51.09282),1917,CT19 4
1085,27487739,1.13301,51.0899,POINT (1.13301 51.0899),1917,CT19 4
1109,27503682,1.13507,51.08871,POINT (1.13507 51.08871),1917,CT19 4
1145,27533344,1.1348,51.09238,POINT (1.1348 51.09238),1917,CT19 4
1168,27553343,1.13412,51.08891,POINT (1.13412 51.08891),1917,CT19 4
1180,27559631,1.15517,51.09243,POINT (1.15517 51.09243),1917,CT19 4
1187,27568575,1.1474,51.086459999999995,POINT (1.1474 51.08646),1917,CT19 4
1192,27570192,1.13067,51.08999,POINT (1.13067 51.08999),1917,CT19 4
1193,27570613,1.12989,51.08999,POINT (1.12989 51.08999),1917,CT19 4
1,26689487,1.02588,51.075720000000004,POINT (1.02588 51.07572),1928,CT21 4
8,26693249,1.05149,51.0962,POINT (1.05149 51.0962),1928,CT21 4
11,26694892,1.07076,51.072309999999995,POINT (1.07076 51.07230999999999),1928,CT21 4
16,26696061,1.01409,51.08231,POINT (1.01409 51.08231),1928,CT21 4
18,26696682,1.06928,51.07145,POINT (1.06928 51.07145),1928,CT21 4
33,26705028,1.0448,51.055279999999996,POINT (1.0448 51.05528),1928,CT21 4
44,26712820,1.06902,51.083220000000004,POINT (1.06902 51.08322),1928,CT21 4
49,26719442,1.03226,51.06878,POINT (1.03226 51.06878),1928,CT21 4
50,26720598,1.02514,51.06102,POINT (1.02514 51.06102),1928,CT21 4
55,26725350,1.07507,51.095459999999996,POINT (1.07507 51.09546),1928,CT21 4
81,26741400,1.05149,51.0962,POINT (1.05149 51.0962),1928,CT21 4
101,26759209,1.07849,51.0811,POINT (1.07849 51.0811),1928,CT21 4
111,26768131,1.07831,51.07841,POINT (1.07831 51.07841),1928,CT21 4
123,26776446,1.0458100000000001,51.095040000000004,POINT (1.04581 51.09504),1928,CT21 4
129,26779208,1.07569,51.07736,POINT (1.07569 51.07736),1928,CT21 4
155,26796133,1.05149,51.0962,POINT (1.05149 51.0962),1928,CT21 4
163,26798333,1.04539,51.09455,POINT (1.04539 51.09455),1928,CT21 4
176,26810020,1.07094,51.075,POINT (1.07094 51.075),1928,CT21 4
192,26818486,1.01409,51.08231,POINT (1.01409 51.08231),1928,CT21 4
195,26820885,1.0645200000000001,51.10863,POINT (1.06452 51.10863),1928,CT21 4
200,26823459,1.04712,51.09769,POINT (1.04712 51.09769),1928,CT21 4
201,26823914,1.03768,51.0821,POINT (1.03768 51.0821),1928,CT21 4
221,26835143,1.03767,51.090270000000004,POINT (1.03767 51.09027),1928,CT21 4
228,26838204,1.05149,51.0962,POINT (1.05149 51.0962),1928,CT21 4
247,26852843,1.05149,51.0962,POINT (1.05149 51.0962),1928,CT21 4
262,26862320,1.0468899999999999,51.09474,POINT (1.04689 51.09474),1928,CT21 4
273,26870451,1.0779100000000001,51.08081,POINT (1.07791 51.08081),1928,CT21 4
303,26894205,1.06785,51.071490000000004,POINT (1.06785 51.07149),1928,CT21 4
308,26896614,1.04488,51.09487,POINT (1.04488 51.09487),1928,CT21 4
341,26932208,1.04712,51.09769,POINT (1.04712 51.09769),1928,CT21 4
348,26933494,1.05149,51.0962,POINT (1.05149 51.0962),1928,CT21 4
354,26938620,1.05149,51.0962,POINT (1.05149 51.0962),1928,CT21 4
355,26939048,1.06334,51.11119,POINT (1.06334 51.11119),1928,CT21 4
363,26944584,1.02249,51.07277,POINT (1.02249 51.07277),1928,CT21 4
380,26957680,1.05149,51.0962,POINT (1.05149 51.0962),1928,CT21 4
390,26964707,1.04409,51.09493,POINT (1.04409 51.09493),1928,CT21 4
400,26970482,1.02509,51.0726,POINT (1.02509 51.0726),1928,CT21 4
408,26976325,1.0424,51.09576,POINT (1.0424 51.09576),1928,CT21 4
420,26984391,1.04987,51.09244,POINT (1.04987 51.09244),1928,CT21 4
422,26985869,1.00041,51.078359999999996,POINT (1.00041 51.07836),1928,CT21 4
429,26992013,1.0634700000000001,51.11027,POINT (1.06347 51.11027),1928,CT21 4
437,26998060,1.0732,51.07493,POINT (1.0732 51.07493),1928,CT21 4
459,27015785,1.03768,51.0821,POINT (1.03768 51.0821),1928,CT21 4
462,27017231,1.04488,51.09487,POINT (1.04488 51.09487),1928,CT21 4
483,27037244,1.04987,51.09244,POINT (1.04987 51.09244),1928,CT21 4
489,27043032,1.0660100000000001,51.08677,POINT (1.06601 51.08677),1928,CT21 4
491,27046340,1.03821,51.05243,POINT (1.03821 51.05243),1928,CT21 4
495,27047784,1.00075,51.07802,POINT (1.00075 51.07802),1928,CT21 4
496,27048015,1.00139,51.07759,POINT (1.00139 51.07759),1928,CT21 4
500,27049586,1.01409,51.08231,POINT (1.01409 51.08231),1928,CT21 4
513,27058754,1.05149,51.0962,POINT (1.05149 51.0962),1928,CT21 4
518,27061390,1.0060200000000001,51.0628,POINT (1.00602 51.0628),1928,CT21 4
522,27063928,1.05149,51.0962,POINT (1.05149 51.0962),1928,CT21 4
523,27064245,1.05149,51.0962,POINT (1.05149 51.0962),1928,CT21 4
528,27067780,1.02891,51.07862,POINT (1.02891 51.07862),1928,CT21 4
533,27075107,1.04712,51.09769,POINT (1.04712 51.09769),1928,CT21 4
534,27077243,1.06334,51.11119,POINT (1.06334 51.11119),1928,CT21 4
537,27077914,1.06928,51.07145,POINT (1.06928 51.07145),1928,CT21 4
539,27078671,1.05149,51.0962,POINT (1.05149 51.0962),1928,CT21 4
542,27081392,1.0250700000000001,51.06106,POINT (1.02507 51.06106),1928,CT21 4
547,27084339,1.07979,51.07927,POINT (1.07979 51.07927),1928,CT21 4
549,27086044,1.04488,51.09487,POINT (1.04488 51.09487),1928,CT21 4
569,27100915,1.00074,51.07833,POINT (1.00074 51.07833),1928,CT21 4
587,27118851,1.0006899999999999,51.078509999999994,POINT (1.00069 51.07850999999999),1928,CT21 4
588,27118858,1.00854,51.07767,POINT (1.00854 51.07767),1928,CT21 4
591,27122372,1.04712,51.09769,POINT (1.04712 51.09769),1928,CT21 4
597,27124106,1.01665,51.07462,POINT (1.01665 51.07462),1928,CT21 4
606,27130282,1.06902,51.083220000000004,POINT (1.06902 51.08322),1928,CT21 4
611,27132840,1.0242200000000001,51.09929,POINT (1.02422 51.09929),1928,CT21 4
613,27135503,1.0375,51.09042,POINT (1.0375 51.09042),1928,CT21 4
616,27137842,1.05149,51.0962,POINT (1.05149 51.0962),1928,CT21 4
617,27138817,1.07629,51.081179999999996,POINT (1.07629 51.08118),1928,CT21 4
631,27155835,1.0458100000000001,51.095040000000004,POINT (1.04581 51.09504),1928,CT21 4
633,27156490,1.03245,51.08019,POINT (1.03245 51.08019),1928,CT21 4
645,27162349,1.04712,51.09769,POINT (1.04712 51.09769),1928,CT21 4
650,27165420,1.04397,51.05774,POINT (1.04397 51.05774),1928,CT21 4
655,27172535,1.05149,51.0962,POINT (1.05149 51.0962),1928,CT21 4
659,27174602,1.00074,51.07833,POINT (1.00074 51.07833),1928,CT21 4
662,27176708,1.05149,51.0962,POINT (1.05149 51.0962),1928,CT21 4
674,27181471,1.0458100000000001,51.095040000000004,POINT (1.04581 51.09504),1928,CT21 4
690,27192372,1.05149,51.0962,POINT (1.05149 51.0962),1928,CT21 4
700,27202743,1.04488,51.09487,POINT (1.04488 51.09487),1928,CT21 4
703,27203674,1.0166899999999999,51.07535,POINT (1.01669 51.07535),1928,CT21 4
712,27209616,1.02433,51.07488,POINT (1.02433 51.07488),1928,CT21 4
715,27211751,1.04488,51.09487,POINT (1.04488 51.09487),1928,CT21 4
730,27221371,1.03568,51.08563,POINT (1.03568 51.08563),1928,CT21 4
746,27230146,1.0133299999999998,51.05808,POINT (1.01333 51.05808),1928,CT21 4
750,27234880,1.02539,51.07862,POINT (1.02539 51.07862),1928,CT21 4
751,27236557,1.0458100000000001,51.095040000000004,POINT (1.04581 51.09504),1928,CT21 4
752,27236633,1.02205,51.072559999999996,POINT (1.02205 51.07256),1928,CT21 4
753,27237303,1.0458100000000001,51.095040000000004,POINT (1.04581 51.09504),1928,CT21 4
767,27250020,1.05149,51.0962,POINT (1.05149 51.0962),1928,CT21 4
768,27250758,1.05027,51.09362,POINT (1.05027 51.09362),1928,CT21 4
771,27252291,1.03142,51.06838,POINT (1.03142 51.06838),1928,CT21 4
772,27252593,1.02882,51.08024,POINT (1.02882 51.08024),1928,CT21 4
773,27254415,1.06524,51.07515,POINT (1.06524 51.07515),1928,CT21 4
774,27255435,1.07331,51.07365,POINT (1.07331 51.07365),1928,CT21 4
781,27262697,1.04488,51.09487,POINT (1.04488 51.09487),1928,CT21 4
793,27269394,1.00074,51.07833,POINT (1.00074 51.07833),1928,CT21 4
799,27274618,1.0060200000000001,51.0628,POINT (1.00602 51.0628),1928,CT21 4
809,27281149,1.0441,51.09496,POINT (1.0441 51.09496),1928,CT21 4
815,27285135,1.06565,51.106,POINT (1.06565 51.106),1928,CT21 4
839,27304995,1.0448,51.055279999999996,POINT (1.0448 51.05528),1928,CT21 4
842,27305668,1.01409,51.08231,POINT (1.01409 51.08231),1928,CT21 4
872,27319292,1.03075,51.05583,POINT (1.03075 51.05583),1928,CT21 4
886,27329149,1.0236,51.075340000000004,POINT (1.0236 51.07534),1928,CT21 4
890,27330809,1.07045,51.0823,POINT (1.07045 51.0823),1928,CT21 4
920,27357349,1.01319,51.08163,POINT (1.01319 51.08163),1928,CT21 4
924,27361712,1.04409,51.09493,POINT (1.04409 51.09493),1928,CT21 4
926,27368407,1.05149,51.0962,POINT (1.05149 51.0962),1928,CT21 4
935,27377582,1.04712,51.09769,POINT (1.04712 51.09769),1928,CT21 4
948,27386994,1.07076,51.072309999999995,POINT (1.07076 51.07230999999999),1928,CT21 4
961,27395440,1.05149,51.0962,POINT (1.05149 51.0962),1928,CT21 4
966,27399598,1.077,51.08024,POINT (1.077 51.08024),1928,CT21 4
974,27405904,1.04488,51.09487,POINT (1.04488 51.09487),1928,CT21 4
983,27410048,1.0761399999999999,51.08437,POINT (1.07614 51.08437),1928,CT21 4
987,27413763,1.05893,51.09758,POINT (1.05893 51.09758),1928,CT21 4
991,27414677,1.0196100000000001,51.07182,POINT (1.01961 51.07182),1928,CT21 4
1000,27420593,1.03645,51.049820000000004,POINT (1.03645 51.04982),1928,CT21 4
1004,27424362,1.07256,51.07755,POINT (1.07256 51.07755),1928,CT21 4
1009,27429660,1.07408,51.09042,POINT (1.07408 51.09042),1928,CT21 4
1045,27457329,1.04712,51.09769,POINT (1.04712 51.09769),1928,CT21 4
1058,27467285,1.01371,51.071870000000004,POINT (1.01371 51.07187),1928,CT21 4
1090,27493369,1.0435299999999998,51.05846,POINT (1.04353 51.05846),1928,CT21 4
1096,27495317,1.0468899999999999,51.09474,POINT (1.04689 51.09474),1928,CT21 4
1099,27496886,1.02692,51.07885,POINT (1.02692 51.07885),1928,CT21 4
1108,27502981,1.07693,51.080259999999996,POINT (1.07693 51.08026),1928,CT21 4
1115,27506092,1.0449899999999999,51.0592,POINT (1.04499 51.0592),1928,CT21 4
1119,27509050,1.07992,51.07936,POINT (1.07992 51.07936),1928,CT21 4
1122,27511716,1.05149,51.0962,POINT (1.05149 51.0962),1928,CT21 4
1126,27516554,1.05149,51.0962,POINT (1.05149 51.0962),1928,CT21 4
1135,27527221,1.04474,51.09485,POINT (1.04474 51.09485),1928,CT21 4
1138,27529602,1.08009,51.08139,POINT (1.08009 51.08139),1928,CT21 4
1171,27554648,1.04488,51.09487,POINT (1.04488 51.09487),1928,CT21 4
1176,27558106,1.07276,51.07215,POINT (1.07276 51.07215),1928,CT21 4
1177,27558114,1.05149,51.0962,POINT (1.05149 51.0962),1928,CT21 4
1191,27570141,1.04488,51.09487,POINT (1.04488 51.09487),1928,CT21 4
1196,27572700,1.04488,51.09487,POINT (1.04488 51.09487),1928,CT21 4
1198,27573338,1.0196100000000001,51.07182,POINT (1.01961 51.07182),1928,CT21 4
1200,27578303,1.01371,51.071870000000004,POINT (1.01371 51.07187),1928,CT21 4
2,26689654,0.8909799999999999,51.11841,POINT (0.8909799999999999 51.11841),9690,TN25 7
35,26706870,0.94081,51.09454,POINT (0.94081 51.09454),9690,TN25 7
38,26709797,0.9261,51.09413,POINT (0.9261 51.09413),9690,TN25 7
43,26712522,0.93148,51.079209999999996,POINT (0.93148 51.07921),9690,TN25 7
60,26729042,0.9464600000000001,51.0935,POINT (0.9464600000000001 51.0935),9690,TN25 7
61,26729724,0.88369,51.110459999999996,POINT (0.88369 51.11046),9690,TN25 7
63,26730911,0.8825200000000001,51.11166,POINT (0.8825200000000001 51.11166),9690,TN25 7
147,26790968,0.9403100000000001,51.084720000000004,POINT (0.9403100000000001 51.08472),9690,TN25 7
158,26797116,0.9425,51.09661,POINT (0.9425 51.09661),9690,TN25 7
177,26810757,0.92289,51.102920000000005,POINT (0.92289 51.10292),9690,TN25 7
189,26815863,0.9464600000000001,51.0935,POINT (0.9464600000000001 51.0935),9690,TN25 7
199,26823386,0.8875,51.11714,POINT (0.8875 51.11714),9690,TN25 7
263,26862723,0.9393799999999999,51.08625,POINT (0.9393799999999999 51.08625),9690,TN25 7
333,26924953,0.8927,51.11755,POINT (0.8927 51.11755),9690,TN25 7
378,26956581,0.9416399999999999,51.09662,POINT (0.9416399999999999 51.09662),9690,TN25 7
410,26978044,0.89655,51.0911,POINT (0.89655 51.0911),9690,TN25 7
426,26991365,0.9002100000000001,51.1141,POINT (0.9002100000000001 51.1141),9690,TN25 7
443,27002381,0.93876,51.08783,POINT (0.93876 51.08783),9690,TN25 7
538,27078382,0.883,51.11067,POINT (0.883 51.11067),9690,TN25 7
546,27083757,0.94473,51.05744,POINT (0.94473 51.05744),9690,TN25 7
579,27109893,0.94473,51.05744,POINT (0.94473 51.05744),9690,TN25 7
585,27117752,0.9223100000000001,51.1184,POINT (0.9223100000000001 51.1184),9690,TN25 7
594,27123396,0.9439700000000001,51.094809999999995,POINT (0.9439700000000001 51.09481),9690,TN25 7
629,27152051,0.883,51.11067,POINT (0.883 51.11067),9690,TN25 7
654,27169733,0.9219799999999999,51.109759999999994,POINT (0.9219799999999999 51.10975999999999),9690,TN25 7
668,27178705,0.94473,51.05744,POINT (0.94473 51.05744),9690,TN25 7
679,27183925,0.94473,51.05744,POINT (0.94473 51.05744),9690,TN25 7
694,27197034,0.8944200000000001,51.10888,POINT (0.8944200000000001 51.10888),9690,TN25 7
696,27199429,0.9459700000000001,51.09264,POINT (0.9459700000000001 51.09264),9690,TN25 7
719,27214088,0.91645,51.09336,POINT (0.91645 51.09336),9690,TN25 7
850,27308936,0.9002100000000001,51.1141,POINT (0.9002100000000001 51.1141),9690,TN25 7
859,27312762,0.93871,51.08433,POINT (0.93871 51.08433),9690,TN25 7
938,27380417,0.9397399999999999,51.095009999999995,POINT (0.9397399999999999 51.09500999999999),9690,TN25 7
984,27411268,0.9416399999999999,51.09662,POINT (0.9416399999999999 51.09662),9690,TN25 7
993,27415119,0.8944200000000001,51.10888,POINT (0.8944200000000001 51.10888),9690,TN25 7
1029,27443081,0.9193600000000001,51.09418,POINT (0.9193600000000001 51.09418),9690,TN25 7
1048,27460321,0.94024,51.08556,POINT (0.94024 51.08556),9690,TN25 7
1078,27481673,0.88528,51.10686,POINT (0.88528 51.10686),9690,TN25 7
1098,27496120,0.94555,51.09117,POINT (0.94555 51.09117),9690,TN25 7
1129,27518684,0.95849,51.0806,POINT (0.95849 51.0806),9690,TN25 7
3,26691130,1.1723299999999999,51.091409999999996,POINT (1.17233 51.09141),1918,CT19 5
21,26698149,1.17195,51.0903,POINT (1.17195 51.0903),1918,CT19 5
26,26700110,1.18059,51.08548,POINT (1.18059 51.08548),1918,CT19 5
27,26700942,1.16516,51.09453,POINT (1.16516 51.09453),1918,CT19 5
29,26702201,1.1718899999999999,51.086000000000006,POINT (1.17189 51.08600000000001),1918,CT19 5
40,26710252,1.17889,51.08741,POINT (1.17889 51.08741),1918,CT19 5
42,26711909,1.16583,51.095079999999996,POINT (1.16583 51.09508),1918,CT19 5
57,26727736,1.16992,51.09684,POINT (1.16992 51.09684),1918,CT19 5
70,26734336,1.16101,51.087309999999995,POINT (1.16101 51.08731),1918,CT19 5
76,26737620,1.16516,51.09453,POINT (1.16516 51.09453),1918,CT19 5
83,26742732,1.16089,51.09592,POINT (1.16089 51.09592),1918,CT19 5
105,26761010,1.16089,51.09592,POINT (1.16089 51.09592),1918,CT19 5
110,26767767,1.17889,51.08741,POINT (1.17889 51.08741),1918,CT19 5
112,26770522,1.17157,51.09299,POINT (1.17157 51.09299),1918,CT19 5
121,26774726,1.16516,51.09453,POINT (1.16516 51.09453),1918,CT19 5
126,26777589,1.15936,51.08651,POINT (1.15936 51.08651),1918,CT19 5
132,26780826,1.1718899999999999,51.086000000000006,POINT (1.17189 51.08600000000001),1918,CT19 5
140,26786608,1.178,51.08788,POINT (1.178 51.08788),1918,CT19 5
142,26788909,1.17515,51.08815,POINT (1.17515 51.08815),1918,CT19 5
150,26791782,1.17288,51.08307,POINT (1.17288 51.08307),1918,CT19 5
161,26797800,1.16059,51.09637,POINT (1.16059 51.09637),1918,CT19 5
162,26798122,1.16381,51.095209999999994,POINT (1.16381 51.09520999999999),1918,CT19 5
204,26825915,1.17915,51.087379999999996,POINT (1.17915 51.08738),1918,CT19 5
209,26827411,1.15869,51.08534,POINT (1.15869 51.08534),1918,CT19 5
216,26831928,1.1659700000000002,51.09432,POINT (1.16597 51.09432),1918,CT19 5
230,26840152,1.16567,51.08543,POINT (1.16567 51.08543),1918,CT19 5
231,26840939,1.16587,51.09437,POINT (1.16587 51.09437),1918,CT19 5
232,26840993,1.16489,51.09494,POINT (1.16489 51.09494),1918,CT19 5
241,26847610,1.17965,51.09165,POINT (1.17965 51.09165),1918,CT19 5
248,26854848,1.16507,51.095490000000005,POINT (1.16507 51.09549000000001),1918,CT19 5
251,26855921,1.1616,51.09584,POINT (1.1616 51.09584),1918,CT19 5
258,26857234,1.16153,51.09434,POINT (1.16153 51.09434),1918,CT19 5
268,26865262,1.17889,51.08741,POINT (1.17889 51.08741),1918,CT19 5
271,26870032,1.16992,51.09684,POINT (1.16992 51.09684),1918,CT19 5
277,26874219,1.1791200000000002,51.094640000000005,POINT (1.17912 51.09464000000001),1918,CT19 5
280,26876863,1.16059,51.09637,POINT (1.16059 51.09637),1918,CT19 5
290,26885678,1.1659700000000002,51.09432,POINT (1.16597 51.09432),1918,CT19 5
292,26886435,1.16159,51.09763,POINT (1.16159 51.09763),1918,CT19 5
301,26891898,1.1686,51.08319,POINT (1.1686 51.08319),1918,CT19 5
304,26894650,1.16203,51.09146,POINT (1.16203 51.09146),1918,CT19 5
309,26898682,1.1659700000000002,51.09432,POINT (1.16597 51.09432),1918,CT19 5
315,26908100,1.15782,51.09475,POINT (1.15782 51.09475),1918,CT19 5
323,26913129,1.1659700000000002,51.09432,POINT (1.16597 51.09432),1918,CT19 5
346,26933151,1.1718899999999999,51.086000000000006,POINT (1.17189 51.08600000000001),1918,CT19 5
360,26941870,1.1642,51.09523,POINT (1.1642 51.09523),1918,CT19 5
368,26948074,1.1790100000000001,51.0892,POINT (1.17901 51.0892),1918,CT19 5
369,26948366,1.17174,51.08623,POINT (1.17174 51.08623),1918,CT19 5
372,26949412,1.1656799999999998,51.09624,POINT (1.16568 51.09624),1918,CT19 5
377,26955964,1.16664,51.095,POINT (1.16664 51.095),1918,CT19 5
383,26959340,1.16059,51.09637,POINT (1.16059 51.09637),1918,CT19 5
385,26961583,1.1811399999999999,51.09421,POINT (1.18114 51.09421),1918,CT19 5
403,26972763,1.16992,51.09684,POINT (1.16992 51.09684),1918,CT19 5
404,26972962,1.16656,51.09395,POINT (1.16656 51.09395),1918,CT19 5
406,26975252,1.15911,51.09064,POINT (1.15911 51.09064),1918,CT19 5
433,26994790,1.15782,51.09475,POINT (1.15782 51.09475),1918,CT19 5
447,27006357,1.1659700000000002,51.09432,POINT (1.16597 51.09432),1918,CT19 5
448,27007269,1.15936,51.08651,POINT (1.15936 51.08651),1918,CT19 5
451,27009765,1.17877,51.08681,POINT (1.17877 51.08681),1918,CT19 5
452,27010650,1.17331,51.089259999999996,POINT (1.17331 51.08926),1918,CT19 5
456,27013194,1.17774,51.08744,POINT (1.17774 51.08744),1918,CT19 5
460,27016583,1.1659700000000002,51.09432,POINT (1.16597 51.09432),1918,CT19 5
463,27017300,1.17345,51.09206,POINT (1.17345 51.09206),1918,CT19 5
473,27027489,1.16159,51.09763,POINT (1.16159 51.09763),1918,CT19 5
481,27033272,1.16042,51.088809999999995,POINT (1.16042 51.08881),1918,CT19 5
487,27041557,1.1739,51.0849,POINT (1.1739 51.0849),1918,CT19 5
514,27058945,1.16337,51.084140000000005,POINT (1.16337 51.08414),1918,CT19 5
516,27059272,1.18211,51.09272,POINT (1.18211 51.09272),1918,CT19 5
529,27069648,1.17795,51.08657,POINT (1.17795 51.08657),1918,CT19 5
536,27077704,1.16059,51.09637,POINT (1.16059 51.09637),1918,CT19 5
540,27079578,1.17182,51.0885,POINT (1.17182 51.0885),1918,CT19 5
